,company_name,ratings,company_type,location,other_loc
1239,Clarivate,3.7,Analytics & KPO, New Delhi ,17 other locations
1240,Poly Medicure,3.5,Medical Equipment, New Delhi ,44 other locations
1241,DBG Technology,3.6,Electronics Manufacturing, New Delhi ,24 other locations
1242,Teamware Solutions,4.2,Recruitment, New Delhi ,26 other locations
1243,Intex Technologies,3.7,Consumer Electronics & Appliances, New Delhi ,75 other locations
1244,Skill Lync,3.1,EdTech, New Delhi ,17 other locations
1245,Birla Opus Paints,4.0,Chemicals, New Delhi ,234 other locations
1246,Edubridge Learning,3.9,EdTech, New Delhi ,63 other locations
1247,Advik Hi Tech,3.7,Auto Components, New Delhi ,29 other locations
1248,NTT,3.8,IT Services & Consulting, New Delhi ,42 other locations
1249,Prama Hikvision India,3.6,Electronics Manufacturing, New Delhi ,55 other locations
1250,Baxter International,3.8,Healthcare, New Delhi ,32 other locations
1251,Hitachi,4.0,Industrial Machinery, New Delhi ,85 other locations
1252,Indo Autotech,3.9,Auto Components, New Delhi ,33 other locations
1253,JK Paper,3.8,Pulp & Paper, New Delhi ,52 other locations
1254,Cigniti Technologies,3.8,IT Services & Consulting, New Delhi ,9 other locations
1255,RR kabel,4.1,Electrical Equipment, New Delhi ,114 other locations
1256,Rockwell Automation,3.7,Industrial Automation, New Delhi ,22 other locations
1257,RenewBuy,3.3,Internet, New Delhi ,106 other locations
1258,Microtek International,3.7,Consumer Electronics & Appliances, New Delhi ,118 other locations
1259,THE LEELA PALACES HOTELS & RESORTS,4.0,Hospitality, New Delhi ,33 other locations
1260,Wipro Consumer Care & Lighting,3.7,FMCG, New Delhi ,118 other locations
1261,Franklin Templeton Investments,3.9,Financial Services, New Delhi ,32 other locations
1262,K Raheja Corp,4.2,Real Estate, New Delhi ,18 other locations
1263,Qualitest,3.6,IT Services & Consulting, New Delhi ,21 other locations
1264,Zidio Development,4.4,IT Services & Consulting, New Delhi ,35 other locations
1265,Engineers India,4.2,Engineering & Construction, New Delhi ,84 other locations
1266,Syneos Health,3.6,Clinical Research, New Delhi ,15 other locations
1267,PUMA,4.1,Fashion & Textile, New Delhi ,101 other locations
1268,Eveready Industries,3.8,Consumer Electronics & Appliances, New Delhi ,109 other locations
1269,Zydus Healthcare,3.9,Pharma, New Delhi ,107 other locations
1270,Better.com,3.0,Financial Services, New Delhi ,9 other locations
1271,Careernet,3.5,Recruitment, New Delhi ,23 other locations
1272,Pratap Technocrats,3.7,Telecom, New Delhi ,119 other locations
1273,Dunzo,3.5,Internet, New Delhi ,21 other locations
1274,Praj Industries,4.0,Biotechnology, New Delhi ,45 other locations
1275,Rallis India,4.1,Agro Chemicals, New Delhi ,114 other locations
1276,Zuventus Healthcare,3.8,Pharma, New Delhi ,98 other locations
1277,Apollo Health and Lifestyle Limited,4.4,Healthcare, New Delhi ,72 other locations
1278,Prince Pipes & Fittings,4.2,Building Material, New Delhi ,82 other locations
1279,Rashmi Group,3.5,Iron & Steel, New Delhi ,30 other locations
1280,First Advantage,3.5,Recruitment, New Delhi ,12 other locations
1281,Chennai Radha Engineering Works,3.9,Engineering & Construction, New Delhi ,58 other locations
1282,Fleetguard Filters Private Limited,4.3,Auto Components, New Delhi ,86 other locations
1283,Toyo Engineering,4.0,Engineering & Construction, New Delhi ,43 other locations
1284,Credence Resource Management,3.1,BPO, New Delhi ,9 other locations
1285,Waaree Energies,4.0,Power, New Delhi ,52 other locations
1286,Orion Edutech,3.1,EdTech, New Delhi ,114 other locations
1287,Action Construction Equipment,3.7,Industrial Machinery, New Delhi ,59 other locations
1288,Denave,3.5,Marketing & Advertising, New Delhi ,68 other locations
1289,Progressive Infotech,3.3,IT Services & Consulting, New Delhi ,66 other locations
1290,Ask Automotive,4.2,Auto Components, New Delhi ,29 other locations
1291,Wipro Infrastructure Engineering,3.7,Industrial Machinery, New Delhi ,38 other locations
1292,Novac Technology Solutions,3.6,Software Product, New Delhi ,25 other locations
1293,Lea Associates South Asia,4.2,Engineering & Construction, New Delhi ,139 other locations
1294,Reliance Smart,4.1,Retail, New Delhi ,249 other locations
1295,Somany Ceramics,4.1,Building Material, New Delhi ,81 other locations
1296,Travel Food Services Ltd,4.0,Hospitality, New Delhi ,35 other locations
1297,Simplilearn,3.1,EdTech, New Delhi ,9 other locations
1298,1 India Family Mart,4.6,Retail, New Delhi ,99 other locations
1299,Creative Synergies Group,4.0,IT Services & Consulting, New Delhi ,9 other locations
1300,Vastu Housing Finance,4.2,NBFC, New Delhi ,168 other locations
1301,Jai Balaji Group,3.2,Iron & Steel, New Delhi ,41 other locations
1302,Creambell,3.9,Food Processing, New Delhi ,105 other locations
1303,BCD Travel,4.3,Travel & Tourism, New Delhi ,11 other locations
1304,Hitachi Digital Services,3.5,IT Services & Consulting, New Delhi ,15 other locations
1305,IFFCO,4.1,Agro Chemicals, New Delhi ,112 other locations
1306,Samsung E&A,3.9,Engineering & Construction, New Delhi ,47 other locations
1307,CADD Centre Training Services,4.0,Education & Training, New Delhi ,134 other locations
1308,Allied Digital Services,3.1,IT Services & Consulting, New Delhi ,56 other locations
1309,Fidelity International,3.5,Financial Services, New Delhi ,13 other locations
1310,Radical Minds,2.9,BPO, New Delhi ,13 other locations
1311,BDO,3.2,Accounting & Auditing, New Delhi ,33 other locations
1312,Times Internet,3.5,Internet, New Delhi ,24 other locations
1313,Brane Enterprises,2.1,Software Product, New Delhi ,12 other locations
1314,Assystem,3.4,Engineering & Construction, New Delhi ,69 other locations
1315,McDermott International,4.2,Engineering & Construction, New Delhi ,32 other locations
1316,Forvia Hella,3.9,Auto Components, New Delhi ,32 other locations
1317,Mswipe Technologies,3.3,FinTech, New Delhi ,99 other locations
1318,Central Industrial Security Force,4.3,Law Enforcement & Security, New Delhi ,89 other locations
1319,Vijaya Diagnostic Centre,3.9,Healthcare, New Delhi ,37 other locations
1320,Amber Enterprises India,3.9,Electronics Manufacturing, New Delhi ,44 other locations
1321,Axtria,2.8,Software Product, New Delhi ,8 other locations
1322,Finolex Cables,3.6,Electrical Equipment, New Delhi ,76 other locations
1323,Hilti,3.4,Industrial Machinery, New Delhi ,47 other locations
1324,Universal Sompo General Insurance,4.3,Insurance, New Delhi ,119 other locations
1325,ESL Steel,3.8,Iron & Steel, New Delhi ,24 other locations
1326,Sharda Motor Industries,3.8,Auto Components, New Delhi ,27 other locations
1327,Amadeus,3.7,Software Product, New Delhi ,14 other locations
1328,Reliance BP Mobility,3.6,Oil & Gas, New Delhi ,101 other locations
1329,Bses Rajdhani Power,3.8,Power, New Delhi ,22 other locations
1330,OLX,3.8,Internet, New Delhi ,56 other locations
1331,Alivus Life Sciences,3.8,Pharma, New Delhi ,22 other locations
1332,Hapag-Lloyd,3.9,Ports & Shipping, New Delhi ,16 other locations
1333,Mott MacDonald,4.0,Management Consulting, New Delhi ,49 other locations
1334,Vertex Customer Solutions,3.6,IT Services & Consulting, New Delhi ,33 other locations
1335,Consero Global Solutions,3.5,Financial Services, New Delhi ,10 other locations
1336,Galfar,4.0,Engineering & Construction, New Delhi ,41 other locations
1337,ffreedom app,3.5,Internet, New Delhi ,27 other locations
1338,Indusind Marketing & Financial Services,3.7,Financial Services, New Delhi ,269 other locations
1339,Dineshchandra R. Agrawal Infracon,4.0,Engineering & Construction, New Delhi ,79 other locations
1340,Vaaman Engineers,3.8,Engineering & Construction, New Delhi ,45 other locations
1341,Wapcos,3.3,Engineering & Construction, New Delhi ,145 other locations
1342,National Informatics Centre,3.9,Government, New Delhi ,77 other locations
1343,VA Tech Wabag,3.8,Waste Management, New Delhi ,53 other locations
1344,Bunge India,4.0,Food Processing, New Delhi ,69 other locations
1345,Integreon,3.2,BPO, New Delhi ,12 other locations
1346,JM Financial,3.8,Financial Services, New Delhi ,66 other locations
1347,Exicom,4.0,Semiconductors, New Delhi ,32 other locations
1348,EMERSON PROCESS MANAGEMENT,4.1,Industrial Automation, New Delhi ,31 other locations
1349,CMS Computers Limited (INDIA),3.7,IT Services & Consulting, New Delhi ,76 other locations
1350,Primus Global Technologies,3.8,IT Services & Consulting, New Delhi ,28 other locations
1351,Sun Life Financial,3.8,Financial Services, New Delhi ,13 other locations
1352,India Japan Lighting,4.1,Auto Components, New Delhi ,29 other locations
1353,LifeCell International,3.4,Biotechnology, New Delhi ,76 other locations
1354,TO THE NEW,3.6,IT Services & Consulting, New Delhi ,19 other locations
1355,Zee Entertainment Enterprises,3.5,Media & Entertainment, New Delhi ,35 other locations
1356,UnitedLex,2.8,Analytics & KPO, New Delhi ,12 other locations
1357,ManipalCigna Health Insurance,3.7,Insurance, New Delhi ,131 other locations
1358,Religare,3.7,Financial Services, New Delhi ,97 other locations
1359,Isuzu Motors,4.1,Automobile, New Delhi ,38 other locations
1360,Ramkrishna Forgings,3.4,Auto Components, New Delhi ,28 other locations
1361,GirnarSoft,3.6,IT Services & Consulting, New Delhi ,53 other locations
1362,Lavender Technology,4.9,IT Services & Consulting, New Delhi ,8 other locations
1363,Livguard,3.9,Electronics Manufacturing, New Delhi ,86 other locations
1364,Rackspace,3.7,IT Services & Consulting, New Delhi ,15 other locations
1365,Wipro Digital,3.6,IT Services & Consulting, New Delhi ,29 other locations
1366,Adidas,3.9,Fashion & Textile, New Delhi ,70 other locations
1367,Ugro Capital,3.7,NBFC, New Delhi ,158 other locations
1368,Steel Authority Of India,4.0,Iron & Steel, New Delhi ,48 other locations
1369,Boeing,3.8,Aviation, New Delhi ,12 other locations
1370,Greenply,3.8,Building Material, New Delhi ,94 other locations
1371,DuPont,4.2,Waste Management, New Delhi ,47 other locations
1372,Celebal Technologies,3.0,IT Services & Consulting, New Delhi ,23 other locations
1373,Smollan Group,3.9,Marketing & Advertising, New Delhi ,138 other locations
1374,Biba Apparels,3.5,Fashion & Textile, New Delhi ,97 other locations
1375,V-Trans,3.8,Logistics, New Delhi ,91 other locations
1376,XcelServ Solutions,4.4,IT Services & Consulting, New Delhi ,33 other locations
1377,Z X Learning,4.4,EdTech, New Delhi ,89 other locations
1378,ASG Eye Hospital,3.5,Healthcare, New Delhi ,75 other locations
1379,Molex,3.9,Electronics Manufacturing, New Delhi ,17 other locations
1380,Neuland Laboratories,4.0,Pharma, New Delhi ,7 other locations
1381,uFaber,2.2,Education & Training, New Delhi ,24 other locations
1382,Care Hospital,4.0,Healthcare, New Delhi ,41 other locations
1383,Lenovo,4.0,Consumer Electronics & Appliances, New Delhi ,83 other locations
1384,Sykes Business Services Of India,3.3,BPO, New Delhi ,17 other locations
1385,NecLife,3.6,Pharma, New Delhi ,30 other locations
1386,RITES,3.9,Engineering & Construction, New Delhi ,86 other locations
1387,McKinsey & Company,3.8,Management Consulting, New Delhi ,25 other locations
1388,Google Operations Center,3.6,BPO, New Delhi ,16 other locations
1389,BDO India LLP,3.3,Accounting & Auditing, New Delhi ,35 other locations
1390,LG Soft India,2.9,IT Services & Consulting, New Delhi ,15 other locations
1391,Embibe,3.4,EdTech, New Delhi ,20 other locations
1392,Protiviti,3.0,Management Consulting, New Delhi ,27 other locations
1393,Mitsubishi Electric India,4.2,Electronics Manufacturing, New Delhi ,51 other locations
1394,BSH Home Appliances Group,3.9,Consumer Electronics & Appliances, New Delhi ,56 other locations
1395,Ameriprise Financial,3.7,Financial Services, New Delhi ,11 other locations
1396,Ag Industries,4.0,Auto Components, New Delhi ,32 other locations
1397,Bikanervala,3.9,FMCG, New Delhi ,69 other locations
1398,Rentokil Pest Control,3.5,Facility Management Services, New Delhi ,109 other locations
1399,TCNS Clothing Company,4.1,Fashion & Textile, New Delhi ,108 other locations
1400,Turtlemint,3.6,Internet, New Delhi ,113 other locations
1401,Redcliffe Labs,3.9,Healthcare, New Delhi ,83 other locations
1402,Kurlon,4.3,Furniture & Furnishing, New Delhi ,88 other locations
1403,Aisin Automotive Haryana,4.2,Auto Components, New Delhi ,28 other locations
1404,Sterlite Power,4.1,Power, New Delhi ,81 other locations
1405,Stellantis,3.4,Automobile, New Delhi ,16 other locations
1406,Nvidia,3.5,Hardware & Networking, New Delhi ,19 other locations
1407,Samunnati,4.5,NBFC, New Delhi ,61 other locations
1408,Toppr,3.4,EdTech, New Delhi ,42 other locations
1409,Padget Electronics,3.9,Electronics Manufacturing, New Delhi ,14 other locations
1410,Raychem RPG,3.7,Electrical Equipment, New Delhi ,32 other locations
1411,Tavant Technologies,3.9,IT Services & Consulting, New Delhi ,14 other locations
1412,Transrail Lighting,4.0,Engineering & Construction, New Delhi ,94 other locations
1413,Mindsprint,3.6,IT Services & Consulting, New Delhi ,10 other locations
1414,The Akshaya Patra Foundation,4.3,Non-Profit, New Delhi ,66 other locations
1415,B. G. Shirke Construction Technology,4.2,Engineering & Construction, New Delhi ,26 other locations
1416,Mynd Solutions Private,3.6,BPO, New Delhi ,33 other locations
1417,Delta Electronics,3.9,Electronics Manufacturing, New Delhi ,43 other locations
1418,Lovely Professional University,3.4,Education & Training, New Delhi ,29 other locations
1419,AI Airport Services,3.3,Aviation, New Delhi ,59 other locations
1420,Transsion,4.0,Consumer Electronics & Appliances, New Delhi ,63 other locations
1421,Thriveni Earthmovers,4.0,Metals & Mining, New Delhi ,44 other locations
1422,Bristlecone,3.6,IT Services & Consulting, New Delhi ,15 other locations
1423,Experis IT,2.9,Recruitment, New Delhi ,35 other locations
1424,Writer Information Management Services,3.2,BPO, New Delhi ,67 other locations
1425,HSBC Bank,3.9,Banking, New Delhi ,38 other locations
1426,Goodyear,3.6,Auto Components, New Delhi ,64 other locations
1427,Titan Eye Plus,4.1,Other, New Delhi ,131 other locations
1428,Csc E Governance Services,3.8,Government, New Delhi ,201 other locations
1429,Ramky Infrastructure,4.2,Engineering & Construction, New Delhi ,51 other locations
1430,Flash Electronics,3.6,Electronics Manufacturing, New Delhi ,23 other locations
1431,Gartner,3.8,Management Consulting, New Delhi ,18 other locations
1432,NSB Bpo Solutions,2.9,BPO, New Delhi ,84 other locations
1433,Amrit Cement,3.9,Building Material, New Delhi ,50 other locations
1434,Bahwan CyberTek,3.4,IT Services & Consulting, New Delhi ,21 other locations
1435,HRH Next Services,2.9,BPO, New Delhi ,22 other locations
1436,Caparo Engineering India,4.0,Auto Components, New Delhi ,34 other locations
1437,Moglix,3.3,Internet, New Delhi ,38 other locations
1438,Visteon,3.2,Auto Components, New Delhi ,21 other locations
1439,Apple,4.3,Consumer Electronics & Appliances, New Delhi ,104 other locations
1440,Wuerth,3.5,Industrial Machinery, New Delhi ,65 other locations
1441,Eugia Pharma Specialities,4.0,Pharma, New Delhi ,18 other locations
1442,Bharat Serums and Vaccines,4.0,Pharma, New Delhi ,65 other locations
1443,URC Construction,3.7,Engineering & Construction, New Delhi ,49 other locations
1444,Bisk Farm,4.0,Food Processing, New Delhi ,132 other locations
1445,Healthians,4.2,Internet, New Delhi ,47 other locations
1446,Testbook.com,3.4,EdTech, New Delhi ,31 other locations
1447,Micro Turners,3.8,Auto Components, New Delhi ,42 other locations
1448,Writer Corporation,3.4,Logistics, New Delhi ,84 other locations
1449,Vindhya Telelinks,4.0,Hardware & Networking, New Delhi ,93 other locations
1450,Asb International,3.6,Industrial Machinery, New Delhi ,23 other locations
